1,0.000147
2,0.000234
3,0.000251
4,0.000339
5,0.000405
6,0.000603
7,0.001922
8,0.000757
9,0.00102
10,0.001063
11,0.001324
12,0.001604
13,0.00195
14,0.007299
15,0.0039
16,0.003933
17,0.003971
18,0.003908
19,0.00399
20,0.006903
21,0.00424
22,0.004659
23,0.005057
24,0.00638
25,0.006612
26,0.00904
27,0.006262
28,0.008345
29,0.010677
30,0.008545
31,0.013111
32,0.008825
33,0.009614
34,0.010263
35,0.012239
36,0.01261
37,0.013784
38,0.012767
39,0.013724
40,0.015221
41,0.015787
42,0.016642
43,0.016687
44,0.017746
45,0.018283
46,0.01961
47,0.019986
48,0.020398
49,0.021217
50,0.023111
51,0.024521
52,0.024302
53,0.025257
54,0.026432
55,0.026672
56,0.028394
57,0.030379
58,0.030388
59,0.031411
60,0.032571
61,0.033762
62,0.036389
63,0.036909
64,0.036444
65,0.038185
66,0.040798
67,0.038338
68,0.040715
69,0.046056
70,0.043993
71,0.046445
72,0.048841
73,0.049655
74,0.047432
75,0.052577
76,0.051476
77,0.055215
78,0.051217
79,0.060577
80,0.057576
81,0.057607
82,0.063677
83,0.064543
84,0.063431
85,0.066757
86,0.0661
87,0.069329
88,0.071621
89,0.07435
90,0.074631
91,0.098208
92,0.076935
93,0.078238
94,0.11251
95,0.083501
96,0.086805
97,0.083575
98,0.086874
99,0.08746
100,0.089941
