1,0.000131
2,0.000139
3,0.000226
4,0.000267
5,0.000342
6,0.000524
7,0.001999
8,0.000728
9,0.000886
10,0.001104
11,0.0012
12,0.001455
13,0.001768
14,0.003909
15,0.002222
16,0.002379
17,0.003036
18,0.003122
19,0.003645
20,0.005845
21,0.003902
22,0.004122
23,0.004632
24,0.006147
25,0.005969
26,0.010231
27,0.006181
28,0.006586
29,0.010336
30,0.008498
31,0.012325
32,0.008689
33,0.009632
34,0.01017
35,0.011963
36,0.011689
37,0.01364
38,0.012438
39,0.014233
40,0.014711
41,0.015664
42,0.016908
43,0.017518
44,0.017426
45,0.018266
46,0.02128
47,0.019715
48,0.020374
49,0.02113
50,0.02435
51,0.021831
52,0.025032
53,0.025385
54,0.029355
55,0.041214
56,0.028541
57,0.03126
58,0.034046
59,0.031879
60,0.03406
61,0.03408
62,0.035368
63,0.03886
64,0.039853
65,0.038945
66,0.038741
67,0.041733
68,0.044126
69,0.045609
70,0.044667
71,0.044456
72,0.04727
73,0.050936
74,0.047802
75,0.051625
76,0.052846
77,0.054814
78,0.058034
79,0.060079
80,0.059633
81,0.062275
82,0.063523
83,0.065895
84,0.068726
85,0.064824
86,0.074956
87,0.073031
88,0.074348
89,0.108909
90,0.085833
91,0.084925
92,0.082629
93,0.084825
94,0.084867
95,0.104024
96,0.088811
97,0.100068
98,0.130674
99,0.101886
100,0.107055
