1,0.000194
2,0.000211
3,0.000232
4,0.000261
5,0.000378
6,0.00064
7,0.002367
8,0.000875
9,0.001109
10,0.001189
11,0.001362
12,0.001701
13,0.001635
14,0.003642
15,0.002488
16,0.002332
17,0.00254
18,0.00332
19,0.003243
20,0.005834
21,0.003873
22,0.00408
23,0.004996
24,0.006464
25,0.006675
26,0.010309
27,0.006327
28,0.006527
29,0.008779
30,0.008764
31,0.009674
32,0.011801
33,0.008586
34,0.010622
35,0.011673
36,0.015393
37,0.013346
38,0.019611
39,0.019418
40,0.028308
41,0.025259
42,0.016022
43,0.017523
44,0.018468
45,0.018865
46,0.019485
47,0.020107
48,0.020673
49,0.023767
50,0.023724
51,0.025286
52,0.025049
53,0.025699
54,0.027224
55,0.030838
56,0.028514
57,0.030347
58,0.029931
59,0.030203
60,0.035693
61,0.035242
62,0.034212
63,0.03546
64,0.036504
65,0.037713
66,0.041007
67,0.040779
68,0.042635
69,0.044133
70,0.044629
71,0.045875
72,0.047068
73,0.070943
74,0.065822
75,0.049612
76,0.053256
77,0.056833
78,0.053335
79,0.056208
80,0.05703
81,0.064173
82,0.060326
83,0.062156
84,0.062939
85,0.066622
86,0.067929
87,0.069455
88,0.070177
89,0.079433
90,0.073815
91,0.076893
92,0.111262
93,0.100689
94,0.099473
95,0.084887
96,0.084415
97,0.091848
98,0.088579
99,0.096577
100,0.092972
