1,0.000142
2,0.000156
3,0.000294
4,0.000262
5,0.000413
6,0.000551
7,0.001794
8,0.000792
9,0.000982
10,0.001112
11,0.001426
12,0.001727
13,0.002102
14,0.004575
15,0.002744
16,0.002763
17,0.002969
18,0.003044
19,0.003171
20,0.006233
21,0.00381
22,0.004091
23,0.004669
24,0.006253
25,0.005736
26,0.010458
27,0.00628
28,0.007404
29,0.008948
30,0.008683
31,0.012112
32,0.008287
33,0.00936
34,0.010025
35,0.011687
36,0.011932
37,0.014002
38,0.012839
39,0.013532
40,0.014563
41,0.017835
42,0.016659
43,0.016921
44,0.018096
45,0.018567
46,0.019523
47,0.019994
48,0.022185
49,0.021105
50,0.025824
51,0.021357
52,0.023734
53,0.025989
54,0.02802
55,0.025261
56,0.027731
57,0.029124
58,0.030127
59,0.030328
60,0.033274
61,0.033804
62,0.038597
63,0.037599
64,0.036669
65,0.039637
66,0.038823
67,0.040501
68,0.042569
69,0.047509
70,0.049189
71,0.045784
72,0.048966
73,0.053828
74,0.047348
75,0.050576
76,0.053179
77,0.05602
78,0.056381
79,0.060184
80,0.056996
81,0.061665
82,0.068518
83,0.093695
84,0.071497
85,0.068652
86,0.070123
87,0.073912
88,0.076895
89,0.080402
90,0.075723
91,0.079534
92,0.080373
93,0.077777
94,0.087194
95,0.084789
96,0.085044
97,0.083887
98,0.085218
99,0.08931
100,0.091229
